element,wave_A,loggf,lower_state_eV,rad,stark,waals
Fe 2,8354.652,-3.187,11.426,3.311311214825908e8,2.0417379446695273e-6,-7.53
V 1,8354.659,-3.06,4.231,3.890451449942805e7,4.570881896148752e-6,-7.3
Co 1,8354.669,-1.179,5.356,7.585775750291852e8,7.943282347242822e-6,-7.45
Fe 2,8354.671,-5.723,11.764,1.0e9,4.677351412871981e-6,-7.66
Sc 1,8354.715,-2.575,5.324,9.332543007969905e7,0.00026302679918953814,-6.94
Ti 1,8354.72,-5.227,4.48,2.6915348039269138e7,5.248074602497723e-5,-7.33
Yb 2,8354.799,-3.33,7.52,,,
Ca 1,8354.832,-4.728,5.453,4.78630092322638e7,6.309573444801929e-5,-7.12
Fe 2,8354.878,-8.625,13.257,6.456542290346563e8,0.00020892961308540387,-7.3
Fe 2,8354.881,-8.184,13.257,6.456542290346563e8,0.00020892961308540387,-7.3
Ti 1,8354.881,-3.712,4.48,2.5118864315095823e7,3.8018939632056124e-5,-7.33
Cr 2,8354.967,-7.064,10.768,1.1220184543019652e9,1.4125375446227554e-6,-7.73
Fe 1,8354.974,-3.023,5.587,1.0232929922807537e8,7.943282347242822e-5,-7.26
Fe 1,8355.039,-3.722,5.649,4.78630092322638e7,2.5703957827688645e-5,-7.32
Cr 2,8355.085,-6.293,12.971,1.3182567385564048e9,1.0e-5,-7.32
Fe 2,8355.118,-4.938,14.012,2.691534803926914e8,8.51138038202376e-5,-7.39
Cr 2,8355.127,-2.393,12.848,5.011872336272715e8,5.623413251903491e-5,-7.37
Co 1,8355.13,-1.924,5.4,3.090295432513592e8,1.0964781961431852e-5,-7.51
Mn 1,8355.14,-8.832,5.673,8.511380382023759e7,0.00162181009735893,-7.09
Ce 2,8355.142,-0.59,2.319,,,
Fe 1,8355.143,-3.556,4.103,2.9512092266663903e8,4.168693834703355e-6,-7.54
S 1,8355.148,-3.693,10.175,1.5848931924611142e7,0.0016982436524617442,-6.7
S 1,8355.148,-3.313,10.175,1.62181009735893e7,0.0016982436524617442,-6.7
S 1,8355.148,-3.236,10.175,1.62181009735893e7,0.0016982436524617442,-6.7
S 1,8355.148,-2.913,10.175,1.698243652461746e7,0.0016982436524617442,-6.7
S 1,8355.148,-2.816,10.175,1.7782794100389227e7,0.0016982436524617442,-6.7
C 2,8355.267,-10.841,20.704,1.6218100973589332e9,4.677351412871981e-5,-7.37
C 2,8355.267,-10.062,20.704,1.6218100973589332e9,4.677351412871981e-5,-7.37
Fe 1,8355.304,-4.113,5.972,2.884031503126612e8,0.00026302679918953814,-7.11
Fe 2,8355.337,-7.5,13.257,6.456542290346563e8,0.00020892961308540387,-7.3
Fe 1,8355.377,-2.227,5.796,2.511886431509582e8,0.00010232929922807536,-7.42
Fe 2,8355.377,-3.459,14.326,8.912509381337441e8,1.6595869074375598e-5,-7.44
Ti 1,8355.392,-4.458,4.669,4.073802778041122e8,1.0e-5,-7.5
V 1,8355.4,-6.134,4.681,1.2302687708123812e8,0.00023442288153199226,-7.28
Fe 2,8355.445,-4.408,11.591,6.456542290346563e8,4.168693834703355e-6,-7.51
Ni 2,8355.483,-3.302,14.486,8.912509381337441e8,2.1379620895022323e-5,-7.46
Fe 1,8355.496,-3.183,5.524,8.128305161640996e7,4.168693834703355e-5,-7.34
Mn 2,8355.518,-3.855,11.538,7.244359600749891e8,2.0417379446695273e-6,-7.67
Co 3,8355.553,-6.916,19.432,3.3113112148259077e9,4.2657951880159254e-7,-7.86
Fe 2,8355.575,-5.928,11.409,7.943282347242821e8,1.3182567385564074e-6,-7.74
Mn 1,8355.576,-6.652,6.207,8.317637711026709e7,1.6595869074375598e-5,-7.55
Ni 2,8355.588,-5.275,12.567,1.9498445997580414e9,1.3489628825916533e-6,-7.78
He 2,8355.593,-2.01,52.907,1.0e10,,
Cr 1,8355.64,-4.12,4.44,1.9498445997580415e8,3.0199517204020193e-6,-7.7
V 2,8355.644,-11.082,2.276,0.7079457843841379,3.3884415613920274e-7,-7.95
V 2,8355.644,-10.8,2.276,0.7079457843841379,3.3884415613920274e-7,-7.95
Ni 2,8355.707,-0.814,13.143,5.1286138399136585e8,1.5488166189124828e-6,-7.7
Ti 1,8355.708,-3.143,3.708,2.5703957827688646e8,4.78630092322638e-6,-7.55
V 2,8355.714,-5.868,9.723,7.244359600749891e8,1.9498445997580454e-6,-7.71
Ni 1,8355.75,-4.136,5.303,7.413102413009177e7,0.00028840315031266055,-7.26
Cr 2,8355.763,-6.615,4.938,,,
Co 1,8355.882,-5.987,5.731,6.918309709189363e8,2.5703957827688645e-5,-7.52
Cr 3,8355.916,-6.553,22.311,3.1622776601683793e9,1.288249551693135e-6,-7.74
C 1,8355.918,-4.01,9.33,4.570881896148752e8,0.00016595869074375615,-6.98
S 1,8355.979,-2.696,9.725,5.623413251903491e8,4.466835921509635e-6,-7.3
S 1,8355.979,-2.617,9.725,4.7863009232263803e8,1.7378008287493764e-5,-7.3
Cr 2,8355.986,-1.61,12.848,5.623413251903491e8,5.248074602497723e-5,-7.37
V 1,8356.042,-4.573,3.113,1.348962882591656e8,1.778279410038923e-6,-7.71
Fe 1,8356.094,-4.188,4.294,4.78630092322638e7,6.918309709189363e-7,-7.81
Mn 1,8356.113,-4.621,6.813,3.1622776601683795e8,0.00015135612484362088,-7.19
Co 1,8356.12,-5.118,5.384,2.29086765276777e8,3.5481338923357534e-5,-7.44
Y 2,8356.18,0.0,7.882,1.8197008586099824e8,8.31763771102671e-6,-7.44
Fe 1,8356.206,-3.811,5.486,7.079457843841374e7,4.5708818961487516e-5,-7.34
Ca 1,8356.206,-5.965,5.807,1.8620871366628658e7,0.00015848931924611142,-6.85
Fe 2,8356.229,-3.174,11.435,6.918309709189363e8,1.4125375446227554e-6,-7.57
Ni 2,8356.238,-5.929,11.02,6.918309709189363e8,1.288249551693135e-6,-7.78
Ce 2,8356.256,-2.47,2.167,,,
Ni 2,8356.259,-3.694,14.767,6.760829753919818e8,1.7378008287493764e-5,-7.46
Fe 2,8356.27,-3.355,11.518,5.370317963702532e8,1.6595869074375596e-6,-7.51
Ni 3,8356.28,-3.423,25.841,2.238721138568338e9,4.3651583224016567e-7,-7.72
Fe 2,8356.299,-3.803,6.223,3.235936569296281e8,2.951209226666384e-7,181.207
Fe 2,8356.386,-0.394,11.167,3.1622776601683795e8,6.606934480075964e-6,-7.48
V 2,8356.538,-2.205,8.757,8.128305161640995e8,2.3988329190194897e-6,-7.65
Sc 1,8356.601,-5.247,3.101,1.9498445997580415e8,5.623413251903491e-6,-7.73
Fe 2,8356.614,-2.441,11.309,6.16595001861481e8,1.9054607179632483e-6,-7.66
Mn 2,8356.636,-2.127,6.812,3.715352290971728e8,3.3884415613920274e-7,-7.88
Ca 1,8356.734,-5.768,5.951,3.890451449942805e6,0.0007762471166286919,-6.64
Co 3,8356.741,-9.604,10.703,5.754399373371567e8,1.9952623149688787e-7,-7.97
Yb 2,8356.741,-1.34,7.815,,,
C 1,8356.822,-4.975,9.331,4.570881896148752e8,0.00016595869074375615,-6.98
Ti 1,8356.838,-7.557,3.294,8.91250938133746e7,1.8620871366628656e-6,-7.76
Ca 1,8356.873,-7.95,5.951,3.890451449942805e6,0.0007585775750291836,-6.64
Fe 2,8356.915,-4.461,10.723,8.511380382023759e8,1.8620871366628656e-6,-7.69
Ca 1,8357.006,-7.269,5.962,1.1481536214968817e7,0.0021379620895022326,-6.59
Cu 2,8357.039,-3.968,16.755,9.549925860214369e8,3.3113112148259076e-5,-7.31
U 1,8357.059,-2.389,0.48,,,
Fe 1,8357.066,-2.21,5.829,3.311311214825908e8,1.9498445997580454e-6,-7.46
Fe 2,8357.076,-9.005,8.948,1.0471285480508986e9,1.445439770745928e-6,-7.75
Fe 1,8357.107,-3.741,5.967,1.698243652461746e8,0.0002454708915685031,-7.12
Ca 1,8357.157,-1.282,4.535,1.7378008287493762e8,1.445439770745928e-5,-7.45
Co 2,8357.231,-0.36,10.417,6.025595860743569e8,1.8197008586099826e-6,-7.63
Fe 1,8357.235,-8.364,5.98,1.62181009735893e7,0.00023442288153199226,-7.18
Mn 1,8357.236,-9.054,5.673,8.317637711026709e7,0.0011481536214968829,-7.08
Ni 2,8357.237,-5.894,15.03,3.090295432513592e8,7.244359600749906e-6,-7.35
Fe 1,8357.237,-9.553,5.98,1.62181009735893e7,0.000239883291901949,-7.18
Fe 2,8357.24,0.003,9.736,5.011872336272715e8,1.9498445997580454e-6,-7.64
Y 2,8357.251,-0.608,9.43,8.317637711026709e8,6.165950018614822e-5,-7.16
Ce 2,8357.364,-3.8,3.401,,,
Sc 1,8357.411,-3.086,5.226,1.0e8,0.001412537544622754,-6.76
Cr 2,8357.432,-5.02,11.425,1.0232929922807536e9,1.3803842646028838e-6,-7.73
Mn 1,8357.473,-9.368,5.846,1.9498445997580415e8,1.7378008287493763e-6,-7.76
Ar 3,8357.488,-3.45,29.793,,,
S 1,8357.516,-2.123,9.847,8.91250938133746e7,0.00010715193052376059,-7.08
Fe 2,8357.576,-3.139,11.591,6.309573444801943e8,4.168693834703355e-6,-7.51
Cr 2,8357.642,-8.733,0.0,0.08912509381337454,3.235936569296281e-7,-7.94
Ti 1,8357.656,-5.913,3.581,1.3803842646028867e8,5.248074602497723e-6,-7.71
Ti 3,8357.726,-2.93,19.736,2.6915348039269137e9,2.6302679918953817e-6,-7.57
Al 2,8357.754,-1.01,16.468,,,
Sc 1,8357.809,-0.15,4.582,1.3182567385564047e8,0.00010715193052376059,-7.26
Al 2,8357.817,-1.92,16.468,,,
C 3,8357.86,-0.66,39.855,6.16595001861481e9,,
Fe 1,8357.873,-0.846,5.793,2.8183829312644494e8,7.585775750291836e-5,-7.36
Cr 2,8357.928,-5.967,12.952,1.148153621496884e9,1.584893192461114e-5,-7.32
He 1,8357.967,-2.787,23.087,,,
P 2,8357.984,-4.66,16.136,2.0892961308540409e9,2.5118864315095822e-5,-7.38
Ce 2,8357.988,-2.54,0.684,,,
Ni 2,8357.991,-2.051,14.486,1.0715193052376049e9,1.8197008586099827e-5,-7.46
F 1,8357.998,-4.59,15.577,,,
Yb 2,8358.047,-2.68,7.815,,,
Co 2,8358.067,-9.179,13.655,3.019951720402019e8,1.0232929922807536e-5,-7.42
Cu 2,8358.09,-1.835,17.322,1.3803842646028867e9,7.762471166286911e-5,-7.2
Mn 1,8358.094,-4.148,4.726,1.0964781961431852e7,7.079457843841374e-7,-7.77
Fe 2,8358.095,-5.464,12.709,7.244359600749891e8,9.120108393559096e-6,-7.41
Co 2,8358.192,-7.96,13.655,3.715352290971728e8,1.0232929922807536e-5,-7.42
Ca 1,8358.199,-3.123,5.25,9.332543007969905e7,3.0199517204020192e-5,-7.33
V 1,8358.215,-1.743,3.921,1.4125375446227553e8,1.3489628825916533e-5,-7.53
Co 2,8358.234,-6.109,13.655,3.715352290971728e8,1.0232929922807536e-5,-7.42
Fe 2,8358.239,-5.828,11.662,1.1748975549395304e9,1.5135612484362072e-6,-7.74
Fe 2,8358.276,-3.859,12.821,1.230268770812381e9,4.365158322401657e-6,-7.59
Cr 1,8358.285,-6.683,5.271,9.120108393559097e7,2.2908676527677746e-5,-7.49
Mn 2,8358.299,-2.603,11.777,8.128305161640995e8,1.9952623149688787e-6,-7.67
Ti 3,8358.438,-1.401,16.813,1.8197008586099825e9,8.317637711026709e-7,-7.68
Fe 2,8358.459,-5.982,11.387,9.332543007969924e8,1.9498445997580454e-6,-7.73
Fe 2,8358.482,-4.783,12.132,6.918309709189363e8,2.818382931264455e-6,587.29
Fe 1,8358.52,-3.151,2.99,9.120108393559097e7,8.317637711026709e-7,-7.77
V 2,8358.529,-3.194,4.704,1.5135612484362072e8,3.63078054770101e-7,-7.87
Fe 2,8358.535,-6.72,13.205,4.466835921509635e8,0.00020417379446695296,-7.3
Ti 1,8358.559,-3.021,3.708,2.7542287033381635e8,1.3489628825916533e-5,-7.55
Sc 1,8358.592,-5.578,4.098,3.630780547701018e8,1.7378008287493763e-6,-7.72
Ni 3,8358.599,-4.374,25.047,2.818382931264449e9,4.5708818961487516e-7,-7.86
Cr 1,8358.64,-2.493,6.149,3.5481338923357606e8,2.089296130854041e-5,-7.32
Sc 1,8358.669,-1.893,5.226,1.0e8,0.0013803842646028853,-6.76
S 1,8358.675,-4.623,8.409,2.511886431509582e8,0.0002754228703338166,-7.02
He 1,8358.692,-1.731,23.074,,,
C 3,8358.72,-0.661,39.852,6.16595001861481e9,,
Th 1,8358.726,-2.056,1.394,,,
Th 3,8358.754,-2.35,0.395,,,
V 1,8358.76,-4.077,4.219,4.466835921509635e7,1.2589254117941661e-5,-7.3
O 3,8358.86,0.314,45.345,,,
Ti 1,8358.901,-3.081,3.186,6.918309709189363e7,1.3489628825916533e-6,-7.52
Fe 2,8358.902,-3.557,11.571,5.888436553555884e8,2.2387211385683376e-6,-7.5
Ne 2,8358.935,-0.37,36.2,,,
He 1,8358.936,-3.691,23.087,,,
H 1,8359.008,-2.024,12.088,6.309573444801943e8,1000.0,22.0
Fe 1,8360.549,-3.101,5.852,2.187761623949552e8,1.071519305237607e-5,-7.51
Fe 1,8360.794,-1.1,4.473,1.5488166189124796e8,4.897788193684467e-6,-7.55
Mn 2,8361.773,-2.753,6.812,4.3651583224016654e8,3.3884415613920274e-7,-7.88
Ti 1,8362.0,-1.826,2.085,3.9810717055349695e6,3.3884415613920275e-6,-7.8
Fe 1,8362.23,-1.984,5.793,1.8620871366628656e8,7.585775750291836e-5,-7.36
Mn 1,8363.022,-4.337,6.242,1.0e8,1.1481536214968817e-5,-7.58
He 2,8363.063,-1.978,52.907,1.0e10,,
Ar 2,8363.07,-0.45,23.514,,,
Co 1,8363.094,-2.045,5.205,1.9054607179632443e8,9.549925860214369e-6,-7.52
Fe 2,8363.12,-3.887,11.46,5.623413251903491e8,1.5488166189124828e-6,-7.51
Ti 2,8363.124,-10.064,1.116,0.4786300923226383,2.2908676527677748e-7,-8.05
Ti 2,8363.124,-8.35,1.116,0.4786300923226383,2.2908676527677748e-7,-8.05
Ti 1,8363.191,-0.768,4.463,1.584893192461111e8,3.3113112148259076e-5,-7.47
Ce 2,8363.233,-3.31,1.107,,,
Al 2,8363.249,-0.362,15.062,3.981071705534969e8,6.0255958607435806e-5,
Fe 2,8363.253,-4.14,11.426,7.585775750291852e8,1.445439770745928e-6,593.292
Ni 2,8363.277,-5.147,14.853,2.7542287033381635e8,3.235936569296281e-6,-7.35
Fe 2,8363.348,-4.239,11.418,5.495408738576248e8,3.3884415613920275e-6,-7.59
Fe 2,8363.423,-5.452,11.388,7.762471166286927e8,1.9498445997580454e-6,-7.73
Mn 1,8363.438,-4.906,6.242,1.1220184543019652e8,4.897788193684467e-6,-7.58
Al 2,8363.482,0.358,15.062,3.981071705534969e8,6.0255958607435806e-5,
Fe 2,8363.504,-9.325,10.906,6.760829753919818e8,1.8620871366628656e-6,-7.69
Yb 2,8363.557,-2.71,6.877,,,
Ti 1,8363.586,-1.664,2.092,3.9810717055349695e6,4.168693834703355e-6,-7.8
Fe 1,8363.595,-7.744,5.981,1.2302687708123812e8,0.00022908676527677723,-7.18
Fe 1,8363.595,-6.409,5.981,1.2302687708123812e8,0.000239883291901949,-7.18
Si 1,8363.618,-2.845,6.269,9.549925860214369e7,0.0001412537544622754,-6.98
Cr 2,8363.711,-3.204,11.249,1.8620871366628656e9,2.1877616239495517e-6,383.21
Ti 1,8363.768,-1.026,3.709,2.3442288153199178e8,1.3489628825916533e-5,-7.55
Fe 1,8363.772,-3.291,5.754,4.073802778041122e8,2.2908676527677747e-6,-7.29
Mn 1,8363.777,-9.862,6.555,9.772372209558111e7,2.818382931264455e-6,-7.81
Fe 1,8363.805,-4.351,5.967,1.5488166189124796e8,7.413102413009176e-5,-7.12
Ni 1,8363.889,-4.34,5.488,8.511380382023759e7,9.772372209558111e-5,-7.33
Y 2,8363.926,-1.244,8.797,6.918309709189363e8,2.3442288153199225e-5,-7.32
Ti 1,8363.989,-3.947,4.241,2.8183829312644494e8,2.2908676527677746e-5,-7.31
Mg 3,8364.012,-1.34,67.948,,,
Ti 3,8364.054,-4.176,21.109,1.698243652461746e9,2.1379620895022323e-5,-7.51
V 2,8364.152,-11.011,2.276,0.72443596007499,3.311311214825908e-7,-7.95
V 2,8364.152,-10.599,2.276,0.72443596007499,3.311311214825908e-7,-7.95
Cu 2,8364.163,-3.496,17.322,1.4125375446227555e9,6.918309709189363e-5,-7.2
Ni 2,8364.236,-4.447,15.455,1.584893192461111e8,7.413102413009176e-5,-7.37
Ni 2,8364.236,-3.097,15.455,1.584893192461111e8,7.585775750291836e-5,-7.37
Mn 1,8364.24,-6.535,4.726,1.0471285480508985e7,7.079457843841374e-7,-7.77
Ti 1,8364.24,-1.71,0.836,2.3442288153199228e6,8.128305161640995e-7,-7.79
Fe 2,8364.315,-8.224,10.455,1.0964781961431828e9,1.4125375446227554e-6,-7.75
Tm 2,8364.327,-2.88,2.692,,,
F 2,8364.327,-4.17,31.56,,,
Fe 2,8364.434,-1.517,12.187,5.754399373371567e8,1.8620871366628656e-6,-7.64
Ar 2,8364.437,-3.78,23.631,,,
Ni 2,8364.474,-5.326,15.455,1.584893192461111e8,8.317637711026709e-5,-7.37
Sc 1,8364.481,-5.412,4.179,1.9054607179632443e8,7.943282347242822e-5,-7.31
Ni 2,8364.488,-3.918,15.455,1.584893192461111e8,7.762471166286911e-5,-7.37
Fe 1,8364.495,-5.076,5.614,8.511380382023759e7,5.011872336272725e-5,-7.33
Mn 1,8364.547,-9.188,5.875,1.2589254117941661e8,1.8620871366628657e-5,-7.56
Ti 1,8364.593,-6.804,3.946,1.1481536214968841e8,2.3442288153199225e-5,-7.54
Ni 1,8364.655,-5.235,5.488,7.585775750291836e7,0.0001548816618912481,-7.33
Sc 1,8364.663,-5.071,5.485,7.762471166286911e7,0.003890451449942805,-6.77
Cr 2,8364.691,-6.872,12.973,1.0232929922807536e9,1.0e-5,-7.32
Mn 1,8364.695,-9.07,2.282,12882.495516931349,5.370317963702533e-7,-7.82
Cr 1,8364.919,-6.197,4.446,1.9952623149688828e8,4.78630092322638e-6,-7.66
Fe 1,8364.926,-1.763,5.653,1.0964781961431828e8,4.07380277804113e-5,-7.26
Ni 1,8365.022,-3.46,5.305,7.413102413009177e7,0.00025118864315095795,-7.32
Cr 2,8365.055,-1.07,11.673,5.011872336272715e8,1.3182567385564074e-6,-7.5
Fe 2,8365.113,-4.421,10.448,9.332543007969924e8,1.3803842646028838e-6,-7.75
V 3,8365.124,-2.883,21.302,8.709635899560796e8,2.1379620895022326e-6,-7.59
V 2,8365.131,-3.012,8.73,5.888436553555884e8,2.3988329190194897e-6,-7.65
V 2,8365.146,-11.101,2.491,0.7585775750291838,3.548133892335753e-7,-7.95
V 2,8365.146,-8.255,2.491,0.7585775750291838,3.548133892335753e-7,-7.95
Cr 1,8365.164,-5.544,6.557,1.621810097358933e8,1.9498445997580456e-5,-7.54
Cr 1,8365.255,-3.893,5.155,3.630780547701018e8,1.071519305237607e-5,-7.53
V 1,8365.292,-6.082,4.231,3.4673685045253165e7,2.089296130854041e-5,-7.3
Fe 2,8365.297,-4.586,10.448,,,393.285
He 1,8365.352,-2.74,23.087,,,
Cr 2,8365.503,-3.177,13.034,3.8904514499428046e8,1.5135612484362071e-5,-7.31
Fe 2,8365.508,-7.887,13.205,4.466835921509635e8,0.00018620871366628676,-7.3
Fe 2,8365.508,-5.604,13.205,4.466835921509635e8,0.00019054607179632462,-7.3
Si 1,8365.508,-3.007,6.261,8.91250938133746e7,0.00028840315031266055,-7.0
Y 1,8365.554,-0.51,3.035,1.445439770745928e8,8.709635899560814e-6,-7.51
Mn 1,8365.568,-7.792,6.538,1.0232929922807537e8,2.754228703338169e-5,-7.39
Co 1,8365.601,-4.997,5.731,4.8977881936844563e8,4.07380277804113e-5,-7.23
Ca 3,8365.608,-2.227,45.986,5.754399373371567e8,1.5488166189124828e-5,-7.59
Fe 1,8365.632,-1.997,3.252,1.621810097358933e8,1.2302687708123811e-6,-7.73
Ti 1,8365.649,-6.533,4.213,3.235936569296281e8,5.370317963702533e-6,-7.54
Cr 1,8365.659,-13.505,2.967,35.48133892335755,7.413102413009177e-7,-7.78
Cr 1,8365.659,-8.627,2.967,35.48133892335755,7.413102413009177e-7,-7.78
Cr 2,8365.671,-7.079,10.748,1.0232929922807536e9,1.3803842646028838e-6,-7.73
Ni 3,8365.684,-2.842,26.048,2.1379620895022326e9,6.30957344480193e-7,-7.72
V 2,8365.692,-5.277,9.334,7.413102413009162e8,2.0417379446695273e-6,-7.7
Tm 1,8365.743,-1.112,2.424,,,
Ni 2,8365.747,-6.116,10.927,6.606934480075965e8,1.288249551693135e-6,-7.78
Ne 1,8365.748,-0.925,18.555,1.0471285480508985e8,,
Fe 1,8365.755,-3.793,5.902,1.8197008586099824e8,0.00019952623149688788,-7.14
Fe 1,8365.759,-5.042,5.519,1.445439770745928e8,0.00018620871366628676,-7.29
Fe 2,8365.777,-2.604,11.232,2.884031503126612e8,6.456542290346549e-6,-7.48
Cr 2,8365.804,-6.582,9.264,1.0e9,1.3489628825916533e-6,-7.73
Fe 2,8365.881,-6.729,12.702,8.511380382023759e8,8.128305161640995e-6,-7.4
Ce 3,8365.93,-0.03,11.186,,,
Cr 2,8366.021,-4.654,9.663,8.912509381337441e8,2.0417379446695273e-6,-7.7
Fe 2,8366.05,-6.732,12.689,1.0e8,1.0471285480508985e-5,-7.35
Ti 1,8366.123,-3.674,4.472,2.754228703338169e7,5.011872336272725e-5,-7.33
Yb 2,8366.273,-2.04,7.005,,,
Fe 1,8366.371,-5.556,5.93,7.413102413009177e7,0.00022908676527677723,-7.13
Ca 1,8366.392,-9.901,5.945,2.951209226666384e6,0.011748975549395297,-6.74
Fe 2,8366.395,-3.947,12.822,9.332543007969924e8,4.677351412871981e-6,-7.59
Ce 2,8366.434,-3.33,1.93,,,
V 1,8366.434,-6.355,3.735,1.1481536214968841e8,5.3703179637025325e-5,-7.53
He 1,8366.435,-3.644,23.087,,,
Ca 3,8366.476,-1.276,45.987,5.754399373371567e8,1.5488166189124828e-5,-7.59
Fe 2,8366.504,-5.132,11.673,1.0715193052376049e9,1.8197008586099826e-6,-7.72
Ti 1,8366.52,-2.486,4.665,4.265795188015934e8,1.4125375446227555e-5,-7.53
Cr 2,8366.56,-3.313,13.084,4.677351412871981e8,2.39883291901949e-5,-7.31
V 1,8366.581,-5.1,2.578,3.311311214825908e8,1.3489628825916533e-6,-7.65
Fe 2,8366.595,-5.842,11.673,,,409.285
Ti 1,8366.613,-5.881,2.236,1.5135612484362072e8,9.120108393559096e-7,-7.71
Fe 2,8366.625,-1.329,12.09,6.760829753919818e8,1.8620871366628656e-6,-7.64
Mn 1,8366.713,-5.227,6.209,8.317637711026709e7,1.6595869074375598e-5,-7.55
Mn 1,8366.76,-6.094,6.538,1.0232929922807537e8,2.754228703338169e-5,-7.39
Fe 1,8366.85,-4.093,5.943,1.1481536214968841e8,0.00026915348039269167,-7.12
Cr 2,8366.868,-4.431,11.788,2.9512092266663903e8,2.2387211385683376e-6,-7.49
Fe 1,8366.92,-3.72,5.9,8.709635899560814e7,0.00013803842646028852,-7.13
Ni 1,8366.973,-5.286,5.614,7.244359600749891e8,0.0005248074602497728,-7.18
Co 1,8366.976,-5.555,5.348,2.511886431509582e8,4.168693834703355e-6,-7.52
Ti 3,8366.994,-0.751,21.067,1.8620871366628656e9,1.445439770745928e-5,-7.52
Ar 1,8367.009,-3.78,13.328,,,
Fe 2,8367.027,-3.915,5.249,3.46736850452531e8,2.951209226666384e-7,174.21
V 1,8367.099,-3.093,4.213,4.07380277804113e7,2.1379620895022323e-5,-7.3
Ti 1,8367.12,-9.64,0.021,0.026302679918953815,7.762471166286911e-7,-7.77
Ti 1,8367.12,-9.392,0.021,0.026302679918953815,7.762471166286911e-7,-7.77
P 2,8367.141,-1.616,16.136,2.1379620895022326e9,2.951209226666384e-5,-7.38
Fe 1,8367.242,-4.247,5.829,3.630780547701018e8,2.6915348039269138e-6,-7.44
Co 2,8367.284,-2.492,12.277,7.413102413009162e8,6.456542290346549e-6,-7.57
P 1,8367.331,-2.0,8.478,,,
Y 2,8367.349,-0.234,8.117,3.46736850452531e8,7.943282347242822e-5,-7.42
Mn 1,8367.418,-5.854,6.539,1.0232929922807537e8,2.691534803926914e-5,-7.39
Fe 1,8367.427,-9.407,5.996,1.4791083881682072e7,0.00025118864315095795,-7.18
Fe 1,8367.434,-8.037,5.996,1.4791083881682072e7,0.00025118864315095795,-7.18
P 2,8367.442,-2.007,13.825,6.456542290346563e8,4.570881896148752e-6,-7.55
Cr 2,8367.449,-2.209,13.108,5.248074602497734e8,8.709635899560814e-5,-7.26
Co 2,8367.474,-1.398,12.012,7.244359600749891e8,2.6302679918953817e-6,-7.63
Fe 1,8367.518,-4.2,5.649,4.897788193684466e7,2.39883291901949e-5,-7.32
Er 2,8367.543,-4.174,0.055,,,
Y 2,8367.614,-2.959,8.712,1.0e9,1.698243652461746e-5,-7.32
Mn 3,8367.624,-6.729,20.549,2.0892961308540409e9,5.888436553555884e-7,-7.82
Fe 2,8367.684,-7.672,13.205,4.466835921509635e8,0.00018197008586099826,-7.3
Fe 2,8367.719,-3.748,11.74,4.3651583224016654e8,4.466835921509635e-6,284.294
Co 2,8367.721,-6.375,13.655,3.019951720402019e8,1.0232929922807536e-5,-7.42
Co 2,8367.733,-9.743,13.655,3.019951720402019e8,1.0232929922807536e-5,-7.42
Mn 1,8367.826,-5.583,5.385,8.128305161640996e7,0.00013182567385564074,-7.18
Ni 2,8367.855,-2.243,14.73,2.511886431509582e8,9.120108393559096e-6,-7.35
Tm 2,8367.862,-2.55,4.461,,,
P 1,8367.864,0.3,8.478,,,
Ni 2,8367.869,-6.938,15.109,1.8620871366628656e8,2.691534803926914e-5,-7.22
Fe 1,8367.876,-7.182,3.929,1.5488166189124796e8,3.890451449942805e-6,-7.58
Co 2,8367.888,-5.156,13.655,3.715352290971728e8,1.0232929922807536e-5,-7.42
Fe 1,8367.89,-2.849,5.273,4.365158322401656e7,7.413102413009177e-6,-7.31
Co 2,8367.899,-6.378,13.655,3.715352290971728e8,1.0232929922807536e-5,-7.42
V 2,8367.932,-4.679,8.983,1.9498445997580414e9,1.4125375446227554e-6,-7.73
C 3,8367.96,-2.78,39.402,1.698243652461746e9,,
Fe 2,8367.97,-6.505,8.932,1.148153621496884e9,1.4125375446227554e-6,-7.75
Ca 1,8368.013,-2.504,4.441,5.128613839913648e7,0.0014791083881682072,-6.66
Cr 2,8368.044,-8.547,9.643,9.332543007969924e8,1.9952623149688787e-6,-7.7
Tm 2,8368.058,-2.34,4.647,,,
Mn 1,8368.14,-9.869,6.534,9.549925860214369e7,3.8904514499428046e-5,-7.39
O 3,8368.21,-3.262,45.439,,,
Tm 2,8368.219,-3.94,4.14,,,
Mn 1,8368.256,-5.86,6.311,7.244359600749905e7,9.332543007969906e-6,-7.34
Tm 2,8368.275,-3.21,4.914,,,
Mn 1,8368.416,-7.066,5.087,1.2882495516931322e8,8.128305161640995e-6,-7.7
Ni 2,8368.444,-5.278,15.455,1.584893192461111e8,8.912509381337459e-5,-7.37
Si 3,8368.444,-3.62,30.084,,,
Si 3,8368.444,-3.51,30.084,,,
Si 3,8368.444,-1.79,30.084,,,
Mn 1,8368.465,-8.99,5.087,1.2589254117941661e8,8.128305161640995e-6,-7.7
Fe 2,8368.473,-4.319,12.702,1.2882495516931322e9,4.897788193684466e-7,-7.72
Mn 1,8368.514,-7.91,5.087,1.2882495516931322e8,8.128305161640995e-6,-7.7
Fe 1,8368.519,-5.536,5.931,4.78630092322638e7,0.00022908676527677723,-7.13
P 1,8368.545,-1.7,8.157,,,
